X,Y,Full Name,City,State,Zip Code,County,Manually adjusted?
-121.0610606,39.2190608,"Grass Valley, CA",Grass Valley,CA,95945,NEVADA,0
-121.6935833,39.3637773,"Gridley, CA",Gridley,CA,95948,BUTTE,0
-121.0913504,40.274887,"Hamilton Branch, CA",Hamilton Branch,CA,96137,LASSEN,1
-116.9719684,33.7475203,"Hemet, CA",Hemet,CA,92543,RIVERSIDE,0
-121.4016021,36.8524545,"Hollister, CA",Hollister,CA,95023,SAN BENITO,0
-120.9327177,38.3526912,"Ione, CA",Ione,CA,95640,AMADOR,0
-120.7741018,38.3488023,"Jackson, CA",Jackson,CA,95642,AMADOR,0
-120.4226952,37.9532584,"Jamestown, CA",Jamestown,CA,95327,TUOLUMNE,0
-122.8394375,38.9779531,"Kelseyville, CA",Kelseyville,CA,95451,LAKE,0
-121.1824925,40.2614512,"Lake Almanor, CA",Lake Almanor,CA,96137,LASSEN,1
-122.3791777,40.90515,"Lakehead, CA",Lakehead,CA,96051,SHASTA,0
-121.27661,37.8227046,"Lathrop, CA",Lathrop,CA,95330,SAN JOAQUIN,0
-121.2930079,38.891565,"Lincoln, CA",Lincoln,CA,95648,PLACER,0
-121.5507976,39.1276702,"Linda, CA",Linda,CA,95901,YUBA,1
-121.6599701,39.2757232,"Live Oak, CA",Live Oak,CA,95953,SUTTER,0
-121.7680088,37.6818745,"Livermore, CA",Livermore,CA,94550,ALAMEDA,0
-121.2722194,38.1341477,"Lodi, CA",Lodi,CA,95240,SAN JOAQUIN,0
-118.1937395,33.7700504,"Long Beach, CA",Long Beach,CA,90801,LOS ANGELES,0
-120.8499151,37.0582786,"Los Banos, CA",Los Banos,CA,93635,MERCED,0
-122.1002666,40.0212683,"Los Molinos, CA",Los Molinos,CA,96055,TEHAMA,0
-121.5783059,39.8121058,"Magalia, CA",Magalia,CA,95954,BUTTE,0
-121.8699903,40.4351568,"Manton, CA",Manton,CA,96059,TEHAMA,0
-121.802173,36.6844029,"Marina, CA",Marina,CA,93933,MONTEREY,0
-119.9662843,37.4849377,"Mariposa, CA",Mariposa,CA,95338,MARIPOSA,0
-122.1341321,38.0193657,"Martinez, CA",Martinez,CA,94553,CONTRA COSTA,0
-121.5913547,39.1457253,"Marysville, CA",Marysville,CA,95901,YUBA,0
-121.3991468,41.0501634,"McArthur, CA",McArthur,CA,96056,SHASTA,0
-121.9146681,39.1433881,"Meridian, CA",Meridian,CA,95957,SUTTER,0
-120.9968782,37.6390972,"Modesto, CA",Modesto,CA,95350,STANISLAUS,0
-121.8946761,36.6002378,"Monterey, CA",Monterey,CA,93940,MONTEREY,0
-122.3105666,41.3098746,"Mount Shasta, CA",Mount Shasta,CA,96067,SISKIYOU,0
-120.4596437,38.1374202,"Murphys, CA",Murphys,CA,95247,CALAVERAS,0
-121.0160594,39.2615606,"Nevada City, CA",Nevada City,CA,95959,NEVADA,0
-120.8471545,37.7665947,"Oakdale, CA",Oakdale,CA,95361,STANISLAUS,0
-119.6493154,37.3279997,"Oakhurst, CA",Oakhurst,CA,93644,MADERA,0
-122.2711137,37.8043637,"Oakland, CA",Oakland,CA,94601,ALAMEDA,0
-121.7124536,37.9974219,"Oakley, CA",Oakley,CA,94561,CONTRA COSTA,0
-119.242889,34.4480495,"Ojai, CA",Ojai,CA,93023,VENTURA,0
-121.2257818,38.6785145,"Orangevale, CA",Orangevale,CA,95662,SACRAMENTO,0
-121.2651609,39.3443429,"Oregon House, CA",Oregon House,CA,95962,YUBA,0
-122.1963748,39.7473803,"Orland, CA",Orland,CA,95963,GLENN,0
-121.556359,39.5137752,"Oroville, CA",Oroville,CA,95965,BUTTE,0
-121.5380243,39.4354432,"Palermo, CA",Palermo,CA,95968,BUTTE,0
-116.3744556,33.7222445,"Palm Desert, CA",Palm Desert,CA,92211,RIVERSIDE,0
-121.6219177,39.7596061,"Paradise, CA",Paradise,CA,95967,BUTTE,0
-121.1910659,39.196005,"Penn Valley, CA",Penn Valley,CA,95946,NEVADA,0
-122.6366524,38.232417,"Petaluma, CA",Petaluma,CA,94952,SONOMA,0
-117.5725628,34.426288,"Phelan, CA",Phelan,CA,92329,SAN BERNARDINO,0
-123.4450093,39.0657324,"Philo, CA",Philo,CA,95466,MENDOCINO,0
-120.5718719,38.4318551,"Pioneer, CA",Pioneer,CA,95666,AMADOR,0
-120.798546,38.7296252,"Placerville, CA",Placerville,CA,95667,EL DORADO,0
-118.4265872,33.9719826,"Playa Vista, CA",Playa Vista,CA,90094,LOS ANGELES,0
-121.5580176,39.0207272,"Plumas Lake, CA",Plumas Lake,CA,95961,YUBA,1
-120.5865935,38.7612923,"Pollock Pines, CA",Pollock Pines,CA,95726,EL DORADO,0
-122.009975,39.4032192,"Princeton, CA",Princeton,CA,95970,COLUSA,0
-121.6696689,36.7757907,"Prunedale, CA",Prunedale,CA,93907,MONTEREY,1
